pg_num,url,pros,cons
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,Great smart people. All the usual perks,Flat structure means career movement can be difficult
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,"Great place as long as your team is good. If your team is not that good, you always have the option to switch.",Career growth depends heavily on team and manager.
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,I learn a lot. Google pays for my Masters degree at Stanford.,"My teammates are not great at English, and sometimes results in miscommunication. It's a team-specific problem though, my other Googler friends don't have this problem."
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,"Huge Impact, lots of interesting people you work with, people get excited every time you mention you work there. Overall though I really enjoyed working there and would recommend.","Lots of management overhead, does move slowly, especially on the engineering side, which means you sometimes have to sit on your hands. Also there's a decent amount of back and forth from middle management on direction."
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,You will learn more here than anywhere else you've worked.,Work life Balance
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,Great coworkers and a ton of opportunities.,It is too boring to work there.
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,"Very friendly people and very interesting work. The working environment is very nice and we only need to worry about work we are responsible for, and anything else is well taken care of by other assistants and applications.",A common problem with large companies: it is a lot competition to climb up the latter from an ordinary engineer.
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,- Access to a vast wealth of technical resources and people,"- Given large size of company, often easy to get lost among thousands of other employees."
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,"Huge resources available, world-class brilliant people to work with. Great place to learn how to scale real-world systems.","It has become a big company. It's leaner and less bureaucratic than most big companies, but it's still a big company."
5,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P5.htm,"It's a good company, good place to work and good place to learn.","Nothing specific, haven't had any issues working here."
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,"Good opportunities, mobility, good reward",Company is very very big
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,"Everything you've ever heard about working at Google is true. Benefits are awesome, coworkers are awesome, and your work affects millions of people.","Politics are starting to get in the way of engineering. Since launches are incentivized so heavily in promo process, negative dogfood feedback is often ignored on the way to launch, with few or no consequences."
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,"Great perks, amazing technology, inspiring activities","Very biased towards whatever engineering wants, creating unfair conditions for everyone else."
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,The company offers generous perks. The locations of headquarters and other offices are great.,"Associate directors, directors, and senior directors are engaged in political battles. Promotions are very political"
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,great environment and place to work,hours can be long sometimes
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,"Food, Google Bus, Great culture, upward mobility, independent office hours","Not in San Francisco, traffic getting worse, sometimes too focused internally"
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,Work with top notch people and learn how to build product for millions of users.,Not a small company. It's slow to deploy product changes and as a product person you'll spend way more time building consensus and getting approval for launching something than actually building the product.
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,"Google is still full of bright motivated people, working on world-class products. The company is led by solid people, who truly care about continuing to make the world a better place.","The company is a lot bigger than it used to be, and though it's done better than most, it can't help slowing down as it grows. Some of the reasons I came to work at Google when it was 1000 employees are no longer true."
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,"Awesome benefits and ability to work remotely or from other offices, free food is a major plus as well",Most jobs are in MTV where cost of living is extremely high even when making almost $100K
6,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm,great work environment,long hours but I think everything makes up for it
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,hard to get in,nice salary and internal work environment
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,Google is as advertised - it's an amazing place to work full of incredibly smart people working on interesting and challenging problems. The pay and perks are great. In theory there is a lot of opportunity for mobility and Google does seem committed to developing people over the course of their careers.,"Some Googlers are incredibly entitled and complain about mundane issues. It's less nimble than it used to be. Certain organizations (People Operations) are bureaucratic and very top-down in leadership style, which is antithetical to the way Google portrays itself."
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,Google was a great company to work.,It is too comfortable. You must get out of comfort zones. It might be a great company to work. But remember every big company in the past such as Microsoft was like that.
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,Great Learning Opportunities,Difficult Work but worth the challenge
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,Its a fun place to work,Some people take advantage of it too much
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,"Flexible hours, awesome benefits, amazing coworkers!",Work was hard but fair. Sometimes the work felt like it never ended.
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,Work with the smartest people. Fast paced. Challenging.,Will burn you out. Gives whatever you are willing to sacrifice.
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,"strong financial, lavish perks, smart people to learn from","little impact, small rolls, politics, people just waiting for retirement there"
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,Google is probably the best corporate environment to work in. A lot of opportunities to get exposed to things outside of your immediate job. Strong brand allows you to open many doors. Of course the perks have,Google is far from being a startup and it slowly becomes more and more corporate. Selecting a team and evaluating its culture before joining becomes more important to make sure your expectations match your team's.
7,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm,1. Work with smart people in a great company,1. Limited impact.
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,"Very creative atmosphere, and the quality of people you work with is noticeably better than anywhere else.","I can't think of any yet, other than all the cons that go with working for a Big Corporate Machine."
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,google has a very flexible culture. You can benefits from learning experience from other geeks.,"Since it is already a huge company. So probably some of the projects at google are not as challenging as before. If you want to solve challenging problem, then it's not the perfect place."
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,great place to work as a fulltime/intern,can not think of any
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,Some of the best perks in the industry.,The office politics are harsh.
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,"Great people (generally smart, friendly, and hard-working)","Lack of opportunity for senior talent (staff and above) to really make a dent in the organization. This, coupled with the very slow promo process (1.5 years / level) and Google's tendency to downlevel on hire can be very frustrating. To some extent, I felt like I had to simply wait for leadership to retire or play the political game to get much further in my career."
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,"Good benefits, Smart people, great culture","Ambiguous environment, not easy to navigate for a lot of ppl"
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,"Talented people, interesting projects, good perks and benefits.",Big big big - lots of politics/ nothing moves. Leadership skills of leaders on average is low since tech acumen valued by leadership is not.
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,It was great. It was a different time but it was great.,A little scattered at times. This was part of the fun.
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,"Overall work and life balance is promoted through various incentives. The people are bright and great to work with. Free breakfast and lunch! Google offers multiple perks. There's interest groups for about anything, volunteering opportunities, and projects outside your domain expertise to get involved with. You have a portal to learn various skills on your own or on your expertise at about anytime as long as you sign… Show More",Communication between team members out side of the weekly team meeting had no consistency.Team is separated into focus areas specialized for each member and the overall team which can have constraints for those who are not self thought or self starters. Team may feel distant at times if it's divided by offices. Expect to hit the workload at light speed while making sure you are ALWAYS on top of everything so that it'… Show More
8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm,"Even though I am not an employee of Google, I still get many of the perks like food and coffee and the gym",The company is getting so big that standards can be different from org to org causing confusion for employees
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,Colleagues and managers were extremely supportive,"Lots of bureaucracy, which is normal and expected for such a large company"
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,Salary and benefits are decent,Unless you are level 5+ your opinion is meaningless
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,"Incredibly brilliant people, very comfortable amenities and perks. The opportunity to solve (mostly) really interesting challenges and problems at a HUGE scale.",Your experience varies so much based on your team and who your manager is. More training needed for people to actually manage and get the most out of people. Great perks don't make up for the other parts.
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,"- Work is technically challenging. Not incremental stuff, 50% devoted to ambitious work",- Work with very talented/ambitious people who will not tolerate shoddy work
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,"food, intelligent people, great access to resource and mentors","basically none, it was great"
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,It's Google after all! I had a great time working there and my co-workers were quite supportive.,The workload was quite heavy and sometime I had to work late nights.
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,- Work with top coders on the planet.,Workload can be daunting at times when you want to just sit back and relax. Not really that place unless you are super smart.
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,Free food- they have professional chefs,Politics - too much focus on titles and ranks sucking up to other people
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,Great culture.,"As the company grew bigger, politics started trickling in."
9,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm,perks (lots of free stuff),"getting larger, more bureaucratic"
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,Great food. Smart coworkers. Nice weather.,This depends on the person.
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,Exciting business opportunities,Bureaucracy
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,"they were ok, good management, good environment","poor training, some lack of direction and understanding"
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,Independent working ethics for staff,projects can easily be shut down
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,"nice people, and great benefits",difficult to transition full-time for most
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,If is full time could be perfect,Is perfect it doesn't have any negative
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,"During the time I was at Google, I have had the pleasure to work with smart, savvy, and dedicated people who truly have passions for what we do - it is contagious.",Nothing really major from my opinion.
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,"All benefits on food, drink. Well life-work balance and provide good environment to work.","No, everything works perfectly. Its very hard to say cons."
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,Super awesome place I need one more word.,Totally nothing is bad about the GooG!
10,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm,Everyday is an exciting challenge. The people are incredible.,Can get a bit competitive at times (in a good way).
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,Really loyal place to work like a family.,Dont want to leave some days
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,"Great people, awesome culture (people are Googley), gourmet food.",Advancement is a bit hit and miss. You can get stuck on a dead-end project (and there are surprisingly many of those at Google).
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,A lot of freedom for charting your own path. A lot more encouragement to make yourself productive than being pressured to be productive.,"The size of the company shows. You have to work at group speed, mostly think and work the group way. Slow growth curve."
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,Great area and good pay,Lots of competition and hard to move up
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,free food management cares about their employees.,Working with too many talented and creative people can result in clashing of the minds
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,Very good atmosphere to work,I dont have any thing to say bad about the company
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,"tons of perks, dog friendly",no major cons to mention
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,"high salary, good insurance and benefits","high tax, high expense to live"
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,many money and good benefit.,too big to do something
11,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm,"Lot of opportunity for work and fun. Agree that is #1 place to work for. Good food, good peers and good projects.",Company becoming big....lots of team to interact and work with. Work life balance compromised if not paid attention to.
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,"Lot of opportunity for work and fun. Agree that is #1 place to work for. Good food, good peers and good projects.",Company becoming big....lots of team to interact and work with. Work life balance compromised if not paid attention to.
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,"salary, benefits, flexibility, culture, transparency","senior leadership, career opportunities for senior levels, performance management"
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,Great atmosphere and the schedule is very flexible,Can get hectic at times
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,"A lot of responsibility. Exciting. Fantastically smart, capable, and fun colleagues. Great salary and benefits. Lots of international travel. Entrepreneurial culture.","In general: a lot of people are slacking at the moment. They don't really care about what they're doing. Company lacks proper processes, accountability, and avoids conflict to the point that it languishes dangerously."
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,"Super smart people, great infrastructure, access to lots of users. Potential for big impact.","Lots of inertia, due to size. Bureaucratic and political."
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,"Lots of things to learn. Free food, gyms, bike, shuttle, laundry; smart people, now, what else do I miss?",There are lots of different internal systems which you can build things upon. But the learning curve is steep - take a long time to ramp up.
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,"fun and intellectually stimulating work environment, great people",big organization and it's hard to get noticed
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,Access/exposure to a lot of cool projects before they are widely known to the public and your foot in the door to landing a full time position with the company,"The program was very unstructured. A lot of us were confused what were could and couldn't do after ""orientation."" If you ask me, a lot of the events hosted by ambassadors representing the company were poorly run/planned which in turn made the company look bad (some ambassadors did a better job than others)"
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,this job has really given me insight out the job game really works. I learned how to develop software in my spare time and always love the cafeteria,"there is really no downside to Google. As an employee, I have access to resources and great training and coaching. Please hire my friends as well."
12,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm,I worked at Google for over 7 years. It is the longest that I have worked at any company. That is a testimonial to how good the company is! I left Google because I wanted to try my hand at starting my own company or joining an early stage start up.,"Over the years, Google has become more bureaucratic. Unfortunately, several groups are working in the same area and the usual turf battles happen. Also, it has become harder to change projects than before."
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,"Work with some of the smartest and most creative talent around, contribute to a company that makes a significant impact in the daily lives of billions of users, enjoy all the amazing benefits and perks.",The large size of the company has produced bureaucracy and several layers of teams/departments/orgs that can slow down decision making and progress.
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,"Very good working environment, smart people, great benefit. Also a very good work - life balance",Starts to become a little bit too big and is more like a big corporation now..
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,"Great benefits, surrounded by smart/motivated people, lots of perks, locations around the world, 401K match, health benefits are outstanding",Getting way to big. Levels are everything to everyone. Lower pay than other startups. Inequity of treatment between the sales side and the engineering side of the businesses.
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,"Amazing place to learn, grow, and have a scaled impact","Large, corporate, and difficult to rise up after a certain point in your career"
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,"The culture is amazing! What you read in the articles about the perks and people is absolutely true. It's great to work at a company that offers 3 meals a day Monday-Friday, where I feel comfortable around 100% of the people and where you have the ability to make your own schedule.",Google is still a big and established company. There will still be a corporate hierarchy that will take months or years to change compared to quick feedback within a startup.
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,Good for most of the things,"Meal, policy. and so on"
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,Getting to work for Google. Great culture outside of the ITRP program.,"They will lie to recruit you, and promise training, ops roations, and learning opportunities that never happen."
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,All of the perks are incredible!,The commute is tough from SF
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,"Google spoils its employees. Free breakfast lunch and dinner, great amenities, and budgets never seem to be an issue (at other jobs I've had to beg travel budget -- at Google, I can pretty much take any trip I think is worthwhile). They also do tons to reduce friction as an employee.",It *is* a big company. Things don't turn on a dime; there is a lot of process. And it is *very* engineering directed.
13,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm,Whatever you can think of! I feel like a king when I'm at work. I absolutely love my job!!!!,"The traffic can get really nasty and the housing prices are just unbelievably high, but the whole bay area has such problems and has nothing to do with the company"
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,Whatever you can think of! I feel like a king when I'm at work. I absolutely love my job!!!!,"The traffic can get really nasty and the housing prices are just unbelievably high, but the whole bay area has such problems and has nothing to do with the company"
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,Because I will create helpful tools to use,Fix computer and having better service
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,The perks are amazing!,"Too big, hard to make a real impact"
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,Great place to work love it,no feedback to give. super good workplace
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,Amazing people and atmosphere. Crazy good benefits.,Not a single con working here.
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,lots of new projects and good team to work with..,cant say anything of that kind
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,"great company, had an amazing time and learned a lot. look forward to going back. super fun people and had a very good time. love google. love it so much",cons are that there are absolutely no cons but google is life and without it we wouldnt be alive today so thank you google and everything you do. you are life.
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,- Very smart people,"- Bureaucracy, politics, legal issues, and privacy handling take up more and more time over the years and slow innovation and development."
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,"Flexible, lots of opportunities, good environment.","Everything is good, infrastructure is the best."
14,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm,great company to work for,getting very large in size
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,"The work culture is excellent; being nice to others is rewarded socially, and economically. The projects are incredibly diverse, and challenging. And the compensation and perks are very generous. As the person leading the orientation told me on my first day: ""We want you to be happy. If you're happy you're more productive."" I'm happy indeed :)","Work-life balance can be difficult, not necessarily due to management asking you to work off-hours, but because sometimes it's hard to disconnect."
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,you can work on what you want to work on,felt like a little cog in the machine
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,"Great perks, very smart people, great atmosphere, good leadership. Overall, very nice company to work for and a lot to learn from. Good compensation doesn't hurt.","Sometimes people can get overly competitive. While it's good to have many young people in the company, some are arrogant and entitled. Depending on the group, some could have fratty culture."
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,+ Stable job,+ Finance team full of mediocre people especially at the top- these are people who joined Google when finance@Google was not a great option and then these people just rode the wave.
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,"Free food, good infrastructure, mostly great people, mission, if you can get into a team that actually has a mission. Good pay, though no longer the best. Engineers still (mostly) run things there. It's easy to switch projects if you perform well and opportunities are actually available (which is not a given, especially in remote offices). It also feels like the company actually gives a damn about making the front li… Show More","Way too much middle management and hierarchy, mostly incompetent lower level management (it's a quick way to get promoted when you're out of steam technically you start going to a bunch of meetings and become a TLM), little to no opportunity for advancement as individual contributor, super-competitive atmosphere, very little recognition is general, since your ""very best"" is ""meh"" there. Some people get promoted to ve… Show More"
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,"Perfect Salary, work enviroment","san francisco is very expensive, although I was making a lot of money I ended up spending all of it. Hard to find right place to live"
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,"good pay, perks",can be stressful at times
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,Work life balance is great. Free food.,Free food but not great. Perks are not easy to understand.
15,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm,"Free food, smart people, great pay, exciting work! The bay area has beautiful weather as well which is a bonus",It is hard to advance up the mangement chain because people here are so smart. Might be better fit to work at a smaller company
