"pg_num","url","pros","cons"
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","I have fantastic support and training. Help is only a chat away. Our team stays connected in a team chat. And individual conversations with leadership are easily accomplished. I feel appreciated and valued working here. Time off and schedule changes are easy to arrange as well. Skill building and training are ongoing there is usually opportunity for additional hours. There are a host of skill sets to be trained in an??Show More","The first two training weeks are long days and information overload! It may take a bit before you hit your groove of feeling confident in your role. A performance summary offers metrics of how you are doing based on customer response re: solving their issue. When something takes multiple steps and you couldn't solve their issue immediately this metric will count against you. They do look at general improvement trends??Show More"
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","I had a fun time do business with and will continue to do so in the future I would recommend it to anyone","I did see any bad about Amazon I had a wonderful time and it was a true blessing to have found a place like Amazon"
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","If you are not willing to work hard, then this is not for you","Difficult to change shift ......................."
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","Everything is great. This is a great company to work for with great people. You'll love it here! Go now!","Nothing! The people are great, customers can be cranky and rude, but other than that it's a great place to work."
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","Great hours, able to work from home, awesome benefits for anyone that sells a lot of items through them.","There really weren't any the whole time I worked with them"
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","None It was the harshest place I have ever worked where the employee had no value","Dont care about emploies period. Bottom line is the ONLY THING THET MATTERS!!!!! tHhe turn over rate is probably thre highest any where"
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","You get promoted by chatting with people and doing nothing important.","Operations managers don't know what they are doing."
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","Great company , lots of benifits, would not change working here for anything, they are doing alot of hiring. Many locations throughout the country. Constantly hiring","There are not really any cons, people here complain but why complain in a warehouse job. The public really outs us like it's a bad company. Love it l."
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","great work environment ,some times","high turnover ratio,all the time"
48,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P48.htm","Amazon has great benefits and the pay was okay especially since we were guaranteed overtime. Management was relaxed and they didnt micromanage. You just had to make sure you were performing.","Standing and lifting for 10-12 hours a day."
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Working at Amazon is great during peak season. It was a great experience because of the diversity there was.","If you aren't in shape it gets tough and you just become physically and mentally exhausted. It is a lot of walking."
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Nice benefits, good hours, good pay","Young leadership, no communicaton between leadership and associates"
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Benefits are outstanding. Co workers excluding management are outstanding.","They tend to hire leadership straight out of college who lack any ounce of people skills. They eventually get thrown to the wolves in Which they have to survive in their own with their superiors breathing down their necks, trying to meet unattainable goals. They eventually put all common sense aside and ask too much of there associates. It's no fault of their own, but forget that the monetary benifit from their emplo??Show More"
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Ignore the news article from recent NY Times on Amazon's terrible work culture. I have been working here since 2012 and yes the first few months was hard in terms of understanding how. what and when to get things done. But once i figured out pace, what really matters and dove in I loved going to work everyday and do what I do.","Frugality - though this is one of Amazon's Leadership Principles I think it is because of this employees compare perks, benefits and simple things like working lunch meets and put the company in negative light."
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Good pay and Great hours","Rates you on performance daily"
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Good work and life balance","Workload is quite a lot for individual as one employee."
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","big company lots of options / teams","young inexperienced managers"
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Great experience working this job","hours too long n need more raises"
47,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P47.htm","Benefits And Insurance Advancement Growth","12.50 and hour heavy work long hours"
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","*You get to have Amazon on your resume","*Middle management treat you terribly, upper management and associates have been very nice and hard working but middle management are entitled, rude and borderline abusive."
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","High visibility/impact.","Very tedious work; almost no innovation."
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","Great place to work with many great benefits.","Poor internal promotions. People from the outside coming in will make more than someone that already knows the job."
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","Good pay. Well organized company. Great benefits. I worked at a warehouse in the inbound side. They showed me how to operate a forklift and gained a lot of experience on how a warehouse works. 3 days off.","Long hours! 10 hour shifts. Very boring depending on what your job is. No music or phones allowed. Very strict on lunches and breaks. Management is HORRIBLE at communicating with other managers or supervisors. This makes any projects very frustrating for everyone. Amazon will hire a college student straight out of school with NO experience in warehousing and place him as manager."
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","They take very good care of their employees and I do miss working there. Always a good schedule and two thumbs up","The only downside was being given so little hours. I would have liked to work a few more days a week."
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","Good hours, decent pay, work from home, Great managers","Customer service has it's cons. Cant ever go a day without having a rude customer calling in demanding things and ruining your day."
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","Compensation and benefits package is great","Communication is terrible, work/life not so great, employees treated as robots or commodities and not people. Amazon will try to pay you as little as possible and unless you get a really great boss, they aren't going to help you develop."
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","#NAME?","#NAME?"
46,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P46.htm","Great part time, flexible schedule. More hours can be added as needed. Great holiday perks and food periodically.","Too many leaders and not a lot of leading going on. At my location, some managers are there for the money only. They hide behind successful managers."
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","networking, resume, promo items, paid trip to seattle","low pay, strict culture, unfriendly colleagues"
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","If you search you will find opportunities to grow and learn new things.","Like any big corporation this too has its own problems."
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","The company offers fair wages and amazing great for all types of employees, and provides daily incentives to maximize productivity. It's a great first job, or an opportunity to explore an area in the field of logistics.","The hours are long, and the jobs function can become monotonous. The repetition of work that doesn't provide any mental stimulation could be daunting to some. No phones are allowed into the warehouse, which is somewhat understandable."
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","Awesome co-workers, awesome environment to work","Long hours, poor management, not many chances for moving up or learning new things"
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","Consistent hours as a direct hire. 18 hours with pay guarantee. 30 days until dental and vision. 90 days until medical, which is far better than most part-time positions out there. Free beverages in the break-room, reduced costs of snacks in the vending machines. Plenty of work when the shipments are accounted for correctly. Advancement is swift if you are open to doing anything asked of you without an attitude.","Co-workers are a mixed bag as far as work ethic goes. A few lazy employees on the line can ruin everyone else's quota and pallet build. Few ambassadors seem capable of handling any job beyond talking to their friends while wearing a vest that proudly states ""How can I help?"". Leadership is in flux. At times it feels like things are passive-aggressive in what is asked of employees to do on behalf of the company - star??Show More"
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","GREAT benefits with stock and health insurance. Pay is not outstanding but stock makes up for it.","Management has no backbone and will not support you. Everyone fears HR"
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","Leadership team has excellent grip on employee","Contractual Agreement is the reason to quit this job"
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","Very good quality products and usually arrives on time and when it doesn't they refund your money no questions asked","Sometimes the product is broken or gets lost in transit and it takes longer than was expected and you can't contact sellers"
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","There is always room to grow cause the company is expanding","Good workers can be let go cause they are not on managers favorite list"
44,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P44.htm","I get to use some very advanced tools. Amazon is a large company so there are in-house utilities for everything. An interesting part of working at AWS is that the services are built on top of other AWS services. There are very few use cases for third-party infrastructure. If you have a problem with one of the services, you can engage with engineers on that service's team directly instead of having to go through custo??Show More","The work is quite fast-paced, and management often has a lot of control over what you work on. The worst part about working at Amazon is having to be on-call. All engineers on a team are on an on-call rotation, which can get you paged in the middle of the night or on weekends. Even if you have no idea how to solve a problem, you have to be the point of contact on customer tickets while you have to page another engine??Show More"
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Great cultural values that makes you think about how to run the company from the management perspective. One of the best companies to develop your career and to develop strong work ethic. Lot's of former ex-Amazonians have come back.","Frugality is a pain when another tech company down the street offers free breakfast, lunch, and dinner. My friends claimed I suffered Stockholm Syndrome."
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Brilliant people around , hard working , motivational teams","Less coding , more operational work , less challenging"
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Good benefits, fairly good pay, casual environment. People bring their dogs with them to work. Nice location in downtown Seattle.","Low retention rate. People move around a lot to different companies. I've worked there for 6 years and had 5 different managers. The commute into Seattle is a beast."
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Plenty of opportunity to learn more about Amazon and its internal tools","Tough, competitive environment"
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Good health benefits. Hourly wage is very fair for the area. Working conditions are decent. I work inside most of the time.","Lots of management turnover and the managers are often young graduates who are not seasoned so it takes a long time for things to gel."
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Great benefits as soon as you're hired. Great management team and lots of opportunity to move up if you apply yourself. Also offers tuition assistance after one year of continuous employment and is willing to work around a school schedule.","The actual job is very monotonous and very physical. The regular schedule is 4 consecutive 10 hour days and a fifth overtime day if needed. Pickers walk an average of 12 to 15 miles a day and at the end of a ten hour work day you go home completely drained."
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Extremely innovative company and intelligent co workers","Training program is not sufficient to meet the companies demands and expectations"
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Lots of time off, good opportunities for advancement","They start you at one level below where they think you should be, so your first promotion, ias the job you should have had all along."
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","Compensation was great and I loved being around very intelligent people. People listed to my ideas.","Worked to death. I worked 7 days a week for over 8 months. No such thing as work/life balance."
43,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P43.htm","They give a lot of hours, simple task and a lot overtimes.","Takes time to move up."
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm","Ok Money easy to get hired","Work/life balance, Pager duty, Seattle Weather"
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm","Flexible Schedule to work around school or another job. Decent pay considering the ease of the work.","Physical labor, can get very tiring work"
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm","Great brand and clients. Unique opportunity to sell a cross platform solution to some of the largest companies in the world. New products in video make the future compelling for advertising sales.","Management could supervise a bit more, walk around to see what's really going on on the lines."
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm","You work hard, but it is rewarding. There is a strong network of dedicated leaders who will help you succeed if you put in the effort.","Very aggressive sales targets. The team has experienced significant growth over the past 5 years and many partners are reaching a ceiling. The expectation is to continue a 40% YoY growth which is difficult to maintain."
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm","amazing company to work for","During xmas time, work life balance can suffer."
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm","Great if you have no brains and like following rules.","tough but lots of great vibes"
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm","Lots of opportunity for interesting projects","Very high operational work. Bureaucratic. Not good for people with brains."
42,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P42.htm",NA,"#NAME?"
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","Smart and driven colleagues. Had great direct manager. Hard and interesting problems to solve that really matter.","Experience is highly dependent on getting a good direct manager that will work to get you promoted and shield you from politics"
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","The pay is great","Ten hour shift are too long"
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","I worked in the Product Compliance as a contractor, and for the most part my job was great. My part of our team was very cohesive, we were trained well, and the managers seemed to appreciate our work. They took our concerns/suggestions for improvement into account. When I had to change my work hours due to a family emergency, they were very accommodating.","There were definite communication issues - at one point one of the managers was very passive-aggressive in communicating a criticism she had of me, which I felt was unnecessary. There were also issues with cohesion among the team - we were divided into two groups (one of which was clearly favored) and not really given a big-picture sense of how our work affected each other (they seemed contradictory but were not, but??Show More"
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","There are a lot of smart people, but they think they are smarter than anyone else.","Management is very young and don't have experience outside of Amazon."
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","The company name obviously comes with perks","A huge lack of transparency between management. Exceptionally political atmosphere where no one really wants to say the truth: Amazon is a company without a central vision."
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","Teamwork, high velocity logistics, processes, and variety embrace the experiences at an Amazon Fulfillment Center","Unreasonably low pay. Amazon needs to up its game or find themselves sharing the spotlight with Walmart and McDonalds pay reputation."
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","Learn a lot of new things","Long work time and on call pressure"
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","Exciting product launches and hands-on training","Unrealistic performance goals. Senior leadership is out of touch and driven solely by the numbers."
41,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P41.htm","You get good pay and great benefits. If productivity is high, you will receive a bonus of 4% as well as your own stock from day one at Amazon. Pto, Upt, and vacation time is given on your first day.","The managers do not appreciate the employees. They treat the employees like they are slaves. It can be a bit boring as well without any music to keep you going. It's a ten hour shift so you will want to talk to other people but they will not allow you to talk much."
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","Great place to build a career nice Benifits and can move up with the hard work and some manger willing to help build your portfolios.","Work gets redundant and boring sometimes."
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","smart hard working employees, some departments manage to mitigate the giant company culture","bloated, not as nimble as they think, senior level managers are like gods and can get away with anything without repercussions, people are just numbers - parts to be used and consumed."
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","A lot of overtime was offered. Learning the job was easy, because nobody minds lending a hand. Friendly work environment.","Managers forget that they play a leader role and like to sit behind the scenes and let the people under their pay grade handle the heavy work."
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","Fast moving company. Smart people","Depending on team, can be stressful and unreasonable"
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","Opportunities to move up, may help with education.","The pay is pretty low"
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","If you are hired as an Amazonian you will get a pay check every 2 weeks. If you are a go-getter and can impress the managers you may move up to a Tier 3 associate(PA-Process Assistant) (there is not a tier 2 associate position in the fulfillment DC). They have restricted stocks as a benefit. Once a year they offer cash to those who want to quit Amazon. You cannot return if you take the money. People and most of manag??Show More","Most people who are promoted to a Process Assistant (PA)(Tier 3) are pre picked before the applications are filled out and interviews are finished. The managers encourage everyone to apply and schedule an interview. But the fact is the managers already picked the people they want and the managers are using numbers to tell the associates and whoever would like to know that management is fair. Pay is low and has not in??Show More"
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","Learned a lot in a short period of time. They said 1 year at Amazon is like 5 years somewhere else. I felt that way during my 4 years.","Work/life balance. I worked 10-12 hours a day and was exhausted. They don't tell you that you need to work that many hours, but if you want to get promoted then you have to put in the effort."
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","I worked in the Biz Dev side of the AWS partner team for 2.5 years and loved it. The pace of innovation at AWS is mind blowing. The products and services that the team works with are market leading and the opportunity before AWS is staggering. I thoroughly enjoyed my 2.5 years there and would have happily stayed for me. I was scooped up by an AWS partner to lead an even bigger opportunity.","AWS lives by its Leadership Principles which is mostly a good thing. If these principles resonate with you then you'll be good. If they do not then don't work there. However, there is no Principle around treating employees well. The closest is Hire & Develop the Best but that does not quite mean treating employees with respect. Within some groups at AWS it can be quite harsh. That was not my experience but I hear??Show More"
40,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P40.htm","You're working with the smartest people in the industry on a lot of tough problems, so expectations are high. But there is a lot to learn if you pay attention, and the teammates are very supportive","The intense pressure can be overwhelming, so expect to see a lot turnover. It's hard to remain motivated at times if you feel that you're falling behind."
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Easy, no customers. When you become a problem solver you have to use your head a bit which is nice. Stressful but I enjoy it","Mandatory overtime!! :( also very very monotonous if all you do is pack"
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Working in Customer Service has many areas for specialization; retail, Prime Now, Amazon Logistics, to name a few. There are multiple helpful resources to find answers to problems. There are always new projects developing. Frequent overtime opportunities. Individuals can make exceptions to policies when it's in the customers best interest.","As a virtual employee there is little opportunity to speak with someone by voice. 99% of communication is done by email and/or chat messaging - this can be very time consuming and leads to much frustration. Entry level pay is very poor with no room for negotiation. If overtime needs are not meet voluntarily, mandatory overtime is distributed w/o notice."
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Fast paced and rewarding. People were focused on results and our team was driven to deliver on those results. Great teamwork.","Work life balance was sometimes out of whack. Holidays could be very demanding, but everyone understood that we needed to meet customer demand."
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Met a lot of nice people; casual environment - don't have to wear suit and high heel shoes. Health care in the facility.","very busy working as there're not enough employees in the department, possibly have to work over time. do not sponsor for H1B"
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","You get paid on time. You can take a lunch break. You get health insurance.","The work environment is unpleasant. There are tons of developers crammed into large open spaces. The buildings are completely devoid of personality. There are rows of developers sitting or standing at door desks. It is a very noisy place to try and get work done. You will be constantly interrupted by people pagers going off, cell phones ringing, people talking and gathering around and dogs barking. There are lines to??Show More"
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Give lots of unpaid time","They don't really value their employees"
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Good company to work for if you don't mind working hard. Great benefits for associates.","Can be hard on family life throughout the year."
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Fast paced at the ship dock, it makes time go extremely fast.","You can get stuck with a lazy crew and it makes it more difficult for you to do your job."
39,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P39.htm","Great company to work for if you're tech oriented. The interview process was a bit thorough, but necessary, The pay was solid and I moved up within 6 months. Overall a positive employment experience.","Management could do with providing a little more support when absolutely needed. Training materials were lacking, but not awfully so."
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","Good Training program, steady work, opportunities for advancement, good benefits","Repetitive, easy to get overlooked, high turnover rate"
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","Fast-paced culture where you have the opportunity to experiment and launch new ideas and innovations without bureaucracy. Generally ideas grow organically vs. are dictated from the top down which is a great opportunity for those who want to experiment with new products and features, test them, iterate and scale. Success is dependent on your ability to iterate and scale products vs. nailing it on the first launch. If???Show More","The best strategy is to enter Amazon as a new hire MBA, build your skills with different industry leading products and technologies, and move on by year 4. For experienced hires, your ability to advance in your career is 100% dependent on the networking skills of your manager, their experience with the process, and the quality of their writing due to a highly political, subjective promotion process. There are no defi??Show More"
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","The experience can be different for all people. Some of the good things about working here of course are the pay and the people you have a chance to meet.","For me it has been tedious. As a picker The job is not hard but the hours drag and by the end most people seem to be tired and wanting to go home. The managers try and make us feel energized and positive about the day but I still dread those 10 hours of walking back and forth the mods without really stopping because it might affect your rate. It is also not the best in work-life balance. The job can be draining and e??Show More"
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","Hard workers get ahead easily.","It can be difficult to get work done quickly with a lot of people who are just there socializing and collecting a paycheck."
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","Lots of hours, 4 day work week (unless you have to work overtime) good benefits","Lots of hours, lower than average pay, lots of management change, most managers are fresh out of school, many have never actually worked before."
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","Great hours, flexible with class schedule","The other associates aren't well suited for the job."
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","there are no pros to working for amazon, besides good insurance.","everything, management is bad, pay is bad, and the work sucks."
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","Good benefits, Paid time off, unpaid time off, medical, dental etc.","Less salary and hard work"
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","Great benefits and incentives with no probationary period.","Not enough organization with high volume of employees."
38,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P38.htm","The environment was very fast paced with emphasis on shipping products as quickly as possible while still maintaining a high quality bar.","At some point, decision making became too ""top-down"", which made it hard to stay engaged to products."
37,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P37.htm","For the highly motivated and ambitious there is no end to learning and role opportunities.","Less ambitious people get marginalized."
37,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P37.htm","Oh my God, this job is the best kept secret, now mind you I had to drive a little ways to get to the job site because I live in Milwaukee, and the Job is in Kenosha, but its well worth it, the pay is great and the energy is so high, you get to wear jeans, a t shirt and tennis shoes, there's a lot of walking so you get a full work out, so if you like to stay in shape, this is the place, you get paid every Friday, my d??Show More","the downs are I!f you don't like to drive, or live in the area, traffic could be a problem!"
37,"https://www.glassdoor.com/Reviews/Amazon-com-Reviews-E6036_P37.htm","Decent hours for part time. Pay is pretty good for the work. Not slave labor, nor are you treated like a slave. Very lenient on many things.","TOO lenient on certain things. A lot of people should be let go, but aren't. Too easy for people to stand around and collect pay check. Not flexible hours."
